transaction_id,is_fraud
9e81cadd-3f76-4bba-a03a-6a1ad8e69472,true
204532ae-b268-4d2e-8b1f-0b7230801662,true
880767b5-a94c-4fbc-b85c-d77e25450e60,true
780aa6e8-0671-4fb2-b0e4-dd7655b4a5af,true
737f279a-bb52-4f32-96d7-58035ac7f249,true
9abed049-56f4-4905-81a3-9047d90d874b,true
2090a398-f48d-4737-82ca-d2b3db958524,true
2db5d38c-dc20-4c4e-b4de-d2864b0ebb11,true
4767ae16-b9a8-486c-a611-5cc48722520d,true
2a79979c-1117-484d-9926-41b2bfccdda7,true
677256ad-1f0e-4ce7-a2ea-df6375f6de05,true
43ecd376-777b-429d-a3b6-07067d8e3263,true
c06c2359-6f79-4d90-9f06-87924d2a5b06,true
30f4e4fc-be30-4d1a-b016-a11b1a18c41d,true
18f0c259-5e2a-4cd5-a83b-72c8ab9d4cb1,true
c75d54d5-7d3b-42ef-832f-16b0ba9e6f29,true
915d0329-6570-43db-93c2-89d4e5a0600f,true
244ac1cf-ecbb-455c-949d-8cd29425f1ff,true
960a21e1-b10b-4263-a22f-609398a05666,true
605fffb8-e3ab-46fe-8a6f-a4164c6cd224,true
813902eb-f57b-4ddf-8b24-2f69b99c8a67,true
42bbf276-f449-40bd-b968-1d84af35b6db,true
f939bf2d-e9eb-464f-aff4-58daa4de47f2,true
9d047880-6c63-4ddb-99fe-fad8933c1616,true
05ec0411-8523-497d-9117-8735ce5f1bce,true
9fe84de2-6661-4573-8496-2d39d4790e69,true
b942c55b-d6b4-44de-81d3-c2d3da6c16ba,true
472b1348-864e-444f-9d27-b2501b45b430,true
c47deff5-301c-4742-805c-679c87b448ff,true
e6692478-a371-43e5-bd4c-54f25f305d37,true
944a43ab-8175-4c2a-aa69-7ca61e2cc7f8,true
1ffc32d4-beaa-4fe3-a548-6e0a8b041324,true
c68d5901-c88f-4ef1-af43-1b16c9a1fa8e,true
0564f3bc-36d4-453c-8774-da9bb762922a,true
42f84e0f-9a5e-4c19-8c8d-ea375862c10b,true
ee170579-c59c-45a9-9cd4-9f41e492a751,true
0e7e18d3-5f63-42af-beda-acf655131a69,true
35e4ac2c-1d39-44a0-9e96-5e82952771a7,true
27f2e042-c592-468a-92ad-8ed3c23eb2c9,true
d5a3426e-2172-4ef4-a45b-c9f9bef50838,true
74fab53f-0e44-4e40-be64-1a2533293d72,true
5d1bd4b1-9aee-423d-85fa-64776620146c,true
3d587170-a8d4-4895-b894-c54227b7b08a,true
ea895ba6-41d7-4bd7-a0d5-aeaccc2f468b,true
e9597d65-c46c-48f3-a2f5-ab71091b2edd,true
64596d6f-7a99-410e-b6fb-4bd929bedbbe,true
c97440af-efa2-4d99-9d24-d19b5188c818,true
4dab974f-cf3e-410d-a2cb-666729a7107d,true
73c7a7d1-5962-4e7d-b1d7-7cf2894658ea,true
16337a96-a4cb-4b40-a662-2e597989fbb2,true
edb0c05e-c3a5-4432-8dd7-37e9d733b65b,true
2ab0d793-d67b-45e2-adf9-d06302994cc7,true
e51d5fd3-3632-489d-bcd7-4a293ca9f696,true
70f7f166-b31f-4e31-a86d-1c586de9793d,true
abebcb22-c770-4d12-8e4d-22985dcc3015,true
b470a33b-6790-4e5e-83f4-25941667e174,true
962bfe3e-abd6-4660-a515-9c1f6909e221,true
d9298697-f7a4-45fa-b59b-23f3a13c4193,true
e0055495-8560-4908-967f-b8911d6c464c,true
9e6630a3-293d-4c1c-a3ae-993a0916ae0a,true
49578a86-116a-40f3-a773-8df98e561209,true
a0bc08ba-ca42-4484-96e1-e8fd93b0dd20,true
b0776be9-e97c-42b2-a427-84f86dc75bf2,true
7872788c-e651-4e8f-ac6e-afe9410277fd,true
3350243e-4a99-4582-a096-eb85490b016b,true
ad2c117e-348a-4f44-8253-bc7d3e1707e7,true
25cbb0ec-446d-49f3-9371-725c4456f897,true
d1cd9213-3f00-484b-8dc9-79da6d0d7c8f,true
6be71fc9-5d34-43e1-9ccd-b9f6b2cdf7b6,true
2dbd32c3-fc69-48b0-8edc-b74c049fcc0a,true
126c0b33-27b9-446d-973a-3414d967a81f,true
d98b985b-27fc-4ff0-b9a9-636544313a62,true
219986ca-ea5c-493c-82e9-a703d78c3416,true
2c4ae37e-7132-405d-97ca-8b49cbf0eca4,true
e7f204cf-dc1d-4459-81a9-777ab6abd3cc,true
832c0cd6-8954-4779-9a0b-a4c9c9d2dea5,true
693ec04c-badc-40cb-b929-99c7d74bc99f,true
ae40631b-aef3-4ada-9556-59c423426e4d,true
dd4cbcc5-32e9-47e2-bf19-63d6d024b2e6,true
0443001c-5b7d-4ca9-9e11-672faed4783b,true
bef811df-c87a-401a-8219-c971f70f9f66,true
957c23e3-7f94-48f0-b678-3bddd28c2fd7,true
2f4d57a8-d7cf-46b2-85d6-8490bf9f6cad,true
fc2d4b22-f163-41b0-9308-9b340ea191c8,true
c7f0cc63-fbcd-42b8-bc35-6c8f5f5df444,true
f0322c4c-97d7-48e4-9de7-cf47eae4d8b4,true
33186dc1-92fe-4529-bab7-a045db10790a,true
38e39113-c9b8-4df2-80b4-dd14937acff6,true
43ee47dc-bc40-4832-8e07-ba7fc0a18f54,true
9d6c6d31-952e-4820-a60b-c0168162dd6d,true
65370b3d-8112-4eea-bc25-de8739f1fb4e,true
f9bf33b3-9909-41c0-918b-9261e5faa35d,true
dc9d6a15-c7c0-4a9d-b153-dd5eb704a82f,true
df8a0fb9-0e30-4733-ae6c-b0af3d38a2b7,true
1d0691fa-29d4-4a2e-95b0-d1b27b4dc919,true
51d42108-2cab-4a10-a574-29e8c8437ac2,true
aadf1931-1b8a-4903-b425-d61df33aab88,true
71ce6846-8ff6-4ee4-8867-f8f2b3518c8d,true
04c7cae2-40c2-4a21-b160-d8f03b99ea8a,true
0cd04099-fa45-4146-887c-8d81eb816e76,true
f6a9568a-1b82-43db-8b3a-4f6647823c4b,true
37cf64b3-5881-4c73-ba8a-b12aeda49b89,true
94607a97-b154-49be-8f34-514cd906b5a6,true
9f9a73b1-8ad4-4ffa-b8b6-cd137d86f699,true
749976f9-0968-4043-bb74-53266bb79c23,true
eebd129b-b809-42b1-9963-6f1138171123,true
271f4f0a-fcd7-48b9-8385-ed8bcd7eb18e,true
22ed5166-a2a3-469f-a78e-f4559b3d4309,true
2e52946e-d009-4cff-b7db-f43bba0d84a0,true
a7b8e633-5466-411f-91a3-20febcd627bb,true
875635ab-61fc-4a4a-a251-b3f9fb3c5bf4,true
c948fc9e-8be7-4c80-ac62-305e7f26cd4c,true
83d99a65-8595-49df-aabb-323d6c64f986,true
aaf743d0-cd34-462b-8c20-706e54889d8e,true
2ceea32d-fa89-42c0-a405-7143fc7a43ee,true
55bc24be-4203-472a-972b-df6465dacbdf,true
fcfdaf81-f065-488d-8193-7afb72c4b9d1,true
129fcad5-dc8c-433e-874b-bdf792cb8014,true
4a70caaa-083c-4075-ae07-ade7d0ac384b,true
86cfc331-697e-402b-b83f-74826fa2165a,true
96914e6e-4a57-4df4-8e2d-664113505a79,true
3d84b1ac-1071-45ef-917c-d3366f0c7b5b,true
14b2e020-3383-4bb2-968e-e9a4b92e708a,true
45c46038-414f-437c-aefd-95137b55a69b,true
ab92b68c-c7da-4c8f-806e-0336f7a86307,true
f0a72fc1-75c3-4c3e-861a-fbe9b6f36aa1,true
079af691-d51b-4203-b5d6-1f49c421e571,true
ac25d1ac-54eb-4df0-a581-8f9ed0153c70,true
3c0f4708-6d0f-46a4-bcc2-86487b205e14,true
0537b1ae-9a08-4afa-8239-4eb6e15c7d56,true
c72c1309-8a3c-4322-bfa6-ae46aa144a98,true
93feb39a-b1ea-416f-813f-a53c1d0f3e14,true
44df5fe0-2c9d-4a03-9c8a-9598ba4679e6,true
90c80fd7-78b8-4901-87bf-80a8c2834405,true
ac614060-0e67-4d47-b6a0-774641b42b02,true
7e547ca5-e0f5-48fa-b024-d0674364333a,true
3cc6e012-9f6d-4669-acfd-9b806780b0fe,true
9ecf4a6c-af08-40ad-b92a-a9b8d0d0e676,true
ad9a48e0-1c26-47d2-90d5-d2d22677857d,true
ff288871-45d6-4ff8-bca9-570b709656c4,true
8c8c30a4-12a3-424a-91f6-2accaaa3cbf7,true
e11158f1-5c36-44a0-9e52-35c4e96493e2,true
c4d9d802-3ddc-4017-91e3-d23e823855df,true
477e6e73-e4e4-458d-a5d7-d1462947d132,true
ccd2667e-fa6a-461f-b655-086cd46f4077,true
64db6328-5ad4-4003-82ea-51f5b2b847c8,true
11efa2d4-99f8-4235-b20e-874411dd89d5,true
acd458c5-aaac-4d1c-af66-e67b3d7d54f0,true
46e35c69-0c88-4715-bbde-1bd1d708a5fc,true
5cc5c12e-ac4b-432f-9746-fefe8aeed60c,true
854780e1-0f3a-4c61-a3ed-0196ab5443c1,true
23b87a8f-465e-4551-972b-ecf771a24fa1,true
e5a58352-44d5-4233-9ae8-c65a9b94d28c,true
db86901b-f1b0-420f-b7fb-e63daca84214,true
7cb1cb59-15b0-4073-aa00-a5610935f931,true
06272df5-acb2-4fbd-9ce5-f99294a7d851,true
6d91b460-07ca-40af-ad98-87400d144a27,true
d7914b60-1e2d-4d98-818f-b851cd994d04,true
435ba891-9b3a-49f9-a80f-2780876f95db,true
dcfdee4a-f35d-426a-92bc-b044426c4579,true
39b87b72-163e-4ff3-a863-fba26ff99e37,true
8cef9196-91e8-441c-894f-fed58f661b64,true
4c480e66-7cff-4c00-ac51-e977fef388dc,true
12831f7f-cfd7-4bb5-bded-de435d529fa9,true
5624baeb-0073-466e-ae25-338b818ec343,true
5bb20436-ff0f-4034-b8df-9f084c6cccdb,true
16cc1885-9810-4f8c-8d80-ff4dee0412cb,true
a60d1967-c4be-4ab1-a28e-61b0f7e4f4bb,true
3c17ca22-87db-48dc-81f8-378e33e97368,true
642470b4-0316-4ec6-8eaa-bcb3b9ce77f1,true
7e53001c-811b-4456-a25d-30a0f0045966,true
793aa917-abf8-40c3-a8f7-1d865021f2cc,true
ee24512c-dd86-4014-89d6-ef09cba4247e,true
3d65a094-c19e-4958-b4bb-9abdc078df45,true
727b568d-477e-4588-89bc-5713d719dc0a,true
10b3ed68-51b3-41f4-89af-d676e8651f19,true
deacb038-9c26-4d5d-9873-3c5f4fdb8009,true
27f622b9-7ea5-49e9-9e55-9b71d3048870,true
ee13ebbb-79f9-44cf-b215-cf02e5a6d792,true
ec931f0e-7e62-4669-ba0a-d20813ab84b9,true
18163259-97f0-42d1-a66a-f705d2e9989c,true
997de004-1ff4-431b-a400-28096065ee13,true
e2eac7f8-efc0-4c44-a79f-c210358ca01c,true
241693cc-0e14-4837-886a-66b8b27ee3e9,true
a04b412a-ee6e-4e75-b842-7a532f9693d6,true
132f69b0-60a4-4f38-a212-d727ec5a5b93,true
6def26aa-decc-4a31-9240-35c8829d28d8,true
0dca69f3-c75a-4fc2-bdbd-abd0c6b3b7f6,true
223091a2-492a-4a4c-9b9a-7bfb4e4ec821,true
6b750e83-f553-481c-bf22-cc5861e404ba,true
c72b217a-b100-4de3-b98e-c46be9fdfe97,true
fac5db61-9ecd-4203-acd9-8889dd643a20,true
8b97a012-404d-4008-9528-30adba9fd71f,true
8400922d-41b1-4daf-884e-0c6aa6c521a1,true
83020e71-7fc0-4d69-81bb-dc74f1ecf3c5,true
cdc33274-766b-4e54-b1a6-18afde97a09f,true
78f24d96-44c4-4cc1-82bb-0e5b33acbd1b,true
6f0d67f0-4d53-4570-b75a-578237f463f6,true
54d6b669-ca44-4562-bc6a-fa30195a2e48,true
f2eef9f5-0f55-4097-85fe-94c100e6ec04,true
9fbe4d7f-2627-4239-b27e-3ed2da92e4bd,true
027641db-4925-4612-ba13-a50dc7d9304a,true
b3a3b3dd-298a-4424-b197-bb6d8bd1aa2e,true
33e7af0e-123e-4896-83f8-3991234a9c63,true
b3a175c1-6bec-489c-85e9-bb058612d54f,true
490e4b80-cd71-4cd5-b533-d4de6fad89b2,true
