session_id,customer_id
3abaa6ce-e320-4e51-9469-d9f3fa328e86,5868
2ee5ead1-f13e-4759-92df-7ff48475e970,4774
93325fb6-eb00-4268-bb0e-6471795a0ad0,4774
bcad5a61-1b67-448d-8ff4-781d67bc56e4,4774
df1042ab-13e6-4072-b9d2-64a81974c51a,4774
7fa0b583-6d30-40bc-8b61-0f70f5bef30f,4774
e140f1f1-6da1-42b3-b2d1-56ac6fc72d4a,4774
e7eff973-b499-4b8d-9892-89e67e5fd7d4,4774
0d20c278-e082-4f28-9afe-8b5907d7a284,4774
f5352cdc-0e3c-4e77-af42-645501dcded4,4774
ad43dd86-0da4-44ec-af00-0cb8d320793b,4774
8071b7c5-0c54-4eac-a265-a50e5908b3d3,4774
7a134594-54ed-447a-a87d-a67bea47e109,4774
b440b87a-c328-4b8d-b6eb-1b3aa8c836b3,4774
42e91872-d1d5-44a5-925f-8532cee92d37,4774
3837b92e-e638-498c-b29b-2dc349da8a13,4774
36e1c9a4-b10c-4815-aec7-261366394bfc,4774
e1a22441-74b7-409a-87eb-85b3192e5bed,4774
31dc3335-0759-428f-963a-80b8684c1fe5,4774
5fc7f66d-d6d5-4245-9b05-72f39ae75640,4774
8f3c25e3-6529-469f-9b47-2acac609d93a,4774
57b6d108-9ec4-48ef-8d66-cdd17c4942ba,4774
e8665111-3196-4edf-9a30-d1f2a4945b41,4774
a4ad7fb7-6a09-450b-aa8d-97e28c0cda20,4774
b0ab036c-5c29-417b-9c2e-1a41d872028a,4774
b2fb0889-6e08-4bc5-b6ba-2ac71d1b3145,4774
ced773bd-a755-4e23-a1ab-4a96ef9c75e1,4774
e3bc7255-d3ad-4be9-98f4-f60efcc6f840,4774
5d3d5de2-3a5a-42e9-8f8c-512346a4c031,4774
514d9158-5020-4dd9-8ca0-22097c600b78,4774
7e644152-6798-4511-8c27-0648ebff6e17,4774
1688279e-d03f-466a-a20e-57846de4c179,4774
461f30b0-d42a-4c82-9738-6a5b1ef1b1e7,58191
39684234-b066-42cc-beba-4500294feed0,58191
b66948fe-68c7-4a19-9af7-4faebff2546b,58191
056d800b-527c-475a-9d6d-096a63e7a436,58191
b3c7c3ee-e705-4879-b087-30a88748ac8c,58191
e12f44c5-dd96-48c5-83eb-e48a82322239,58191
e212cb5b-db4b-4c7d-8a6f-6ef7b70c2e19,58191
f24385da-214e-47e5-8848-c3713b483d4b,58191
3e2f92c2-00dd-47cb-b3f3-a19580fd7bc1,58191
0eceae94-46aa-4da5-8f5a-b97d98924edd,58191
2554f002-4df2-4d19-95e1-5521c50e6129,58191
3de3bfe1-8da5-4117-bfab-7848fa274e2c,58191
e1fee9a7-94b6-480c-b52c-d7ea4079c05c,58191
587b926b-b346-4263-9925-0bb47a9d2acc,58191
a680f1f6-1781-4b8e-8836-54bafdae34bc,58191
c6856eec-ae40-4980-b5c2-8a1fae499d1e,58191
c0ca7a8c-51e4-49d6-b927-e7f193bb2001,58191
0ffeb398-3698-4d87-950b-8330f3edf1e7,58191
1f8bd098-4355-4e09-8e1a-a72b028661a5,58191
773a6d3d-9be7-48e4-8910-5311eccc4b21,58191
0668169e-cd91-4ebe-9c2d-6d2b23a7d828,58191
b06bc20a-7847-46de-bd05-314b583d4015,58191
8bf299f1-acae-447c-8ddf-b8d40449a0c8,58191
1d23cebb-93f9-480c-9c62-98c6cfea7fae,58191
b81c693a-3fb7-463f-b5f6-18817c00031a,58191
2171a6e0-f315-4bdc-b96f-b03fa98d1108,58191
f389bf05-5e36-4211-9888-41107b90b97c,58191
59380c93-535b-4c23-94f4-f9e6d615f842,58191
435f76b8-f617-47ab-a633-74a4055e7d53,58191
9506e75f-6487-46f9-bb02-c6cff0ccfd5f,58191
1d652d50-f086-4555-9552-06d58f7636fa,58191
172ab5bc-613d-44fa-bcd5-f88fa7b4bbd4,58191
31983f51-2f12-4c88-a739-5ffe84cc5ef6,58191
e603883d-18c3-4cc3-b45e-0c0c95e31c22,58191
e1cf0910-878c-470e-9c53-d60605c41485,58191
4907a13f-743b-4d94-9701-7bf36118c9d4,58191
ee0f7daf-a60e-445b-9104-eb122aacb7b3,58191
38806908-52a6-4814-b108-98de2033cb62,58191
2a00163a-1bee-4a81-bd2f-6debbfe6fd3e,58191
9dd175cd-9db0-45fe-ab0e-87c0f859ef9f,58191
89d0ad21-82d1-4d41-b8d2-0ffe07a0d71d,58191
347833b5-f8a4-4bf4-8348-1539491701f5,58191
8d35e4af-ab63-4a74-983c-af88f1a85152,58191
4339d15a-99f1-4292-9ff4-6fa0981c81e9,58191
f3c65b72-6294-4a0a-80c1-1a311d39de70,58191
33446bd1-30e9-46d0-b297-59c36d9df0b5,58191
c6a18a7a-5d27-4591-badf-50313180714a,58191
52fb3b41-f7d0-4112-b5eb-98ef7e513773,58191
2958e5d4-f068-423f-8c99-33b715fd1dcb,58191
f9f764f0-1b71-436f-946e-ace83161fdb7,58191
ee75028a-0494-4100-8937-eba904bf74ae,58191
7262bda0-57c2-4610-8aa1-149362f44a73,58191
64646a68-d6d1-4513-a6ac-3118742a9d39,58191
f2a5d8f9-9570-4f33-b799-271f8f36e913,58191
7728d85f-b913-4b7d-b3d2-523b06679ce6,58191
366ef2fa-b602-4c8c-aa83-fcfe78d8a3b9,58191
df8717be-1f55-4aa3-94b7-6c579d03e130,58191
7c03aa8d-7563-4d1b-a9d8-0d41a64eef93,58191
1550d8a6-fa45-4b94-946c-af888dc6e422,58191
8a476c1e-b985-4433-9c8b-f12f55788feb,58191
c960a6b8-011d-4419-935b-35e98370a3a2,58191
b5f365b5-ff1f-4688-a84b-552ae4109ff9,58191
4fb494cc-4c08-4134-9849-eb9485a6b20e,58191
7cd77b68-0959-461e-9143-29ca5aeda70e,58191
392d5bfd-4bde-46f9-9e51-2080d08bc7a5,58191
c9280bfe-ecd3-43b4-8d19-c4cdef79b92c,58191
569f9e55-3844-4a06-a990-36eac29a6db0,58191
a6c895a9-76a1-4281-934b-382d6ff174e8,58191
d4e9c0e2-5c36-4428-8ac0-997a60008152,58191
f2d56994-ceea-4fea-af5c-803466d8580e,58191
a41757e4-7211-4bc3-88f2-feeebe5a46d7,58191
47223013-f16a-410c-a402-8eafbda3eae5,58191
71686ba5-fb13-4053-b7dc-c9a9f64a2a2f,58191
47e511ba-be64-43e8-a102-b08709b14c4b,58191
693a57c0-7102-4612-bc16-2b5726be9513,58191
f97334ad-f046-422a-9c69-a4b25c99a087,58191
541f48ac-1306-4f0f-996d-bd3ce2b0f019,58191
60ba618a-7cc6-40e1-b9f7-63d6e2d2d58f,58191
9af40f8b-7ce9-43dc-80d0-0a9dfdfc4ff9,58191
